age_in_days;asset.display_fqdn;asset.display_ipv4_address;asset.display_ipv6_address;asset.display_mac_address;asset.host_name;asset.id;asset.name;asset.netbios_name;asset.network.id;asset.network.name;asset.operating_system;asset.system_type;asset.tags;asset_inventory;default_account;definition.bugtraq;definition.cpe;definition.cve;definition.cvss2.base_score;definition.cvss2.base_vector;definition.cvss2.temporal_score;definition.cvss2.temporal_vector;definition.cvss3.base_score;definition.cvss3.base_vector;definition.cvss3.temporal_score;definition.cvss3.temporal_vector;definition.cwe;;definition.exploitability_ease;definition.exploited_by_malware;definition.exploited_by_nessus;definition.family;definition.iava;definition.iavb;definition.iavm;definition.iavt;definition.id;definition.in_the_news;definition.malware;definition.name;definition.patch_published;definition.plugin_published;definition.plugin_updated;definition.plugin_version;definition.references;definition.see_also;definition.severity;definition.solution;definition.stig_severity;definition.synopsis;definition.type;definition.unsupported_by_vendor;definition.vpr.drivers_age_of_vulns_high;definition.vpr.drivers_age_of_vulns_low;definition.vpr.drivers_cvss3_impact_score;definition.vpr.drivers_exploit_code_maturity;definition.vpr.drivers_product_coverage;definition.vpr.drivers_threat_intensity;definition.vpr.drivers_threat_recency_high;definition.vpr.drivers_threat_recency_low;definition.vpr.drivers_threat_sources;definition.vpr.score;definition.vulnerability_published;first_observed;id;last_seen;output;port;protocol;recast_reason;risk_modified;scan.id;severity;state
54;Blah39;10.0.0.39;fe80:0:0:0:6245:bdff:fef3:2104;60:45:bd:f3:21:04;Blah39;bf37984b-c711-4fd8-89a4-98ce473ceef2;Blah39;;00000000-0000-0000-0000-000000000000;Default;CentOS Linux 7 (Core);azure-instance;"[{""category"":""Azure_BU"",""value"":""Platform Products""},{""category"":""Azure_OU"",""value"":""SERVICE PLATFORM""},{""category"":""Owners"",""value"":""hans.vanleijen@tttttttnnnnnn.com},{""category"":""Azure"",""value"":""CIT-DSP-Test""},{""category"":""Azure_CC"",""value"":""PP-Device Service Platform""}]";;;;p-cpe:/a:centos:centos:java-1.8.0-openjdk, p-cpe:/a:centos:centos:java-1.8.0-openjdk-accessibility, p-cpe:/a:centos:centos:java-1.8.0-openjdk-demo, p-cpe:/a:centos:centos:java-1.8.0-openjdk-devel, p-cpe:/a:centos:centos:java-1.8.0-openjdk-headless, p-cpe:/a:centos:centos:java-1.8.0-openjdk-javadoc, p-cpe:/a:centos:centos:java-1.8.0-openjdk-javadoc-zip, p-cpe:/a:centos:centos:java-1.8.0-openjdk-src, cpe:/o:centos:centos:7;CVE-2022-21619, CVE-2022-21624, CVE-2022-21626, CVE-2022-21628;2.6;CVSS2#AV:N/AC:H/Au:N/C:N/I:P/A:N;1.9;CVSS2#E:U/RL:OF/RC:C;3.7;CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:N;3.2;CVSS:3.0/E:U/RL:O/RC:C;192, 330, 400, 770;"The remote CentOS Linux 7 host has packages installed that are affected by multiple vulnerabilities as referenced in the CESA-2022:7002 advisory.

  - OpenJDK: improper handling of long NTLM client hostnames (Security, 8286526) (CVE-2022-21619)

  - OpenJDK: insufficient randomization of JNDI DNS port numbers (JNDI, 8286910) (CVE-2022-21624)

  - OpenJDK: excessive memory allocation in X.509 certificate parsing (Security, 8286533) (CVE-2022-21626)

  - OpenJDK: HttpServer no connection count limit (Lightweight HTTP Server, 8286918) (CVE-2022-21628)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.";NOT_AVAILABLE;FALSE;FALSE;CentOS Local Security Checks;;;;;166552;FALSE;FALSE;CentOS 7 : java-1.8.0-openjdk (CESA-2022:7002);2022-10-26T00:00:00Z;2022-10-26T00:00:00Z;2023-03-22T00:00:00Z;1.3;CVE=[CVE-2022-21619, CVE-2022-21624, CVE-2022-21626, CVE-2022-21628], CWE=[192, 330, 400, 770], RHSA=[2022:7002];http://www.nessus.org/u?0ce1bb6f;Low;Update the affected packages.;;The remote CentOS Linux host is missing one or more security updates.;LOCAL;FALSE;365;181;1.4;FUNCTIONAL;VERY_HIGH;VERY_LOW;;;No recorded events;2.9;2022-10-17T00:00:00Z;2023-05-19T12:24:14.966Z;04340d8a-e2c4-486d-a799-742be92c29aa;2023-06-13T11:44:51.877Z;"'
Remote package installed : java-1.8.0-openjdk-1.8.0.262.b10-1.el7
Should be                : java-1.8.0-openjdk-1.8.0.352.b08-2.el7_9

Remote package installed : java-1.8.0-openjdk-headless-1.8.0.262.b10-1.el7
Should be                : java-1.8.0-openjdk-headless-1.8.0.352.b08-2.el7_9

";0;TCP;;NONE;e13d742c-1d55-4222-bf5c-f96130a88f51;Low;ACTIVE
429;Blah40;10.0.0.40;;;Blah40;db901594-5627-4f93-a5ed-34c8610c9274;Blah40;;00000000-0000-0000-0000-000000000000;Default;Cisco IOS XE, CISCO IOS;router;"[{""category"":""Office"",""value"":""pune2""},{""category"":""Office"",""value"":""Pune""}]";;;;;;2.6;CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N;;;;;;;;"The remote SSH server is configured to allow either MD5 or 96-bit MAC algorithms, both of which are considered weak.

Note that this plugin only checks for the options of the SSH server, and it does not check for vulnerable software versions.";;FALSE;FALSE;Misc.;;;;;71049;FALSE;FALSE;SSH Weak MAC Algorithms Enabled;;2013-11-22T00:00:00Z;2016-12-14T00:00:00Z;;;;Low;Contact the vendor or consult product documentation to disable MD5 and 96-bit MAC algorithms.;;The remote SSH server is configured to allow MD5 and 96-bit MAC algorithms.;REMOTE;FALSE;;;;;;;;;;;;2022-05-09T09:16:58.224Z;0436af7b-88b9-4ec0-865d-b440dfce3a73;2023-07-11T19:42:24.202Z;"'
The following client-to-server Message Authentication Code (MAC) algorithms
are supported : 

  hmac-sha1-96

The following server-to-client Message Authentication Code (MAC) algorithms
are supported : 

  hmac-sha1-96
";22;TCP;;NONE;2e2616c4-73be-4a5f-8462-0363fd979993;Low;RESURFACED
319;Blah41;10.0.0.41;;;Blah41;5cf805a5-8101-44a0-b4eb-610332ba1067;Blah41;;00000000-0000-0000-0000-000000000000;Default;Dell iDRAC;embedded;"[{""category"":""Data_Centers"",""value"":""EMEA: Data Center 1""}]";;;;;;;;;;;;;;;"At least one of the X.509 certificates sent by the remote host has a key that is shorter than 2048 bits. According to industry standards set by the Certification Authority/Browser (CA/B) Forum, certificates issued after January 1, 2014 must be at least 2048 bits.

Some browser SSL implementations may reject keys less than 2048 bits after January 1, 2014. Additionally, some SSL certificate vendors may revoke certificates less than 2048 bits before January 1, 2014.

Note that Nessus will not flag root certificates with RSA keys less than 2048 bits if they were issued prior to December 31, 2010, as the standard considers them exempt.";;FALSE;FALSE;General;;;;;69551;FALSE;FALSE;SSL Certificate Chain Contains RSA Keys Less Than 2048 bits;;2013-09-03T00:00:00Z;2018-11-15T00:00:00Z;1.4;;https://www.cabforum.org/wp-content/uploads/Baseline_Requirements_V1.pdf;Low;Replace the certificate in the chain with the RSA key less than 2048 bits in length with a longer key, and reissue any certificates signed by the old certificate.;;The X.509 certificate chain used by this service contains certificates with RSA keys shorter than 2048 bits.;REMOTE;FALSE;;;;;;;;;;;;2022-08-28T00:50:18.493Z;043fc864-3724-41d6-8065-827e9482d80f;2023-07-09T00:11:49.137Z;"'
The following certificates were part of the certificate chain
sent by the remote host, but contain RSA keys that are considered
to be weak :

|-Subject        : C=US/ST=Texas/L=Round Rock/O=Dell Inc./OU=Remote Access Group/CN=iDRAC7 default certificate
|-RSA Key Length : 1024 bits
";443;TCP;;NONE;4e68d1bf-9631-41b9-b2f6-c6d6f294d6c0;Low;RESURFACED
9;Blah42;10.0.0.42;fe80:0:0:0:bc4c:9116:a935:1734;00:0d:3a:2c:fc:f3;Blah42;90d914b9-d450-456d-993b-f35a64155918;Blah42;;00000000-0000-0000-0000-000000000000;Default;Microsoft Windows 10 Enterprise for Virtual Desktops 10.0.19045;azure-instance;"[{""category"":""Azure"",""value"":""Connector+Scanned""},{""category"":""Endpoints"",""value"":""all""},{""category"":""Azure"",""value"":""Connector""},{""category"":""Owners"",""value"":""piotr.fusniak@tttttttnnnnnn.com},{""category"":""Endpoints"",""value"":""Windows""},{""category"":""Azure_BU"",""value"":""Platform Products""},{""category"":""Azure_OU"",""value"":""SERVICE PLATFORM""},{""category"":""Azure_CC"",""value"":""PP-DW Technology""},{""category"":""Azure"",""value"":""empit-virtual-desktop""}]";;;;cpe:/a:microsoft:snip_and_sketch;CVE-2023-28303;2.1;CVSS2#AV:L/AC:L/Au:N/C:P/I:N/A:N;1.6;CVSS2#E:U/RL:OF/RC:C;3.3;CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N;2.9;CVSS:3.0/E:U/RL:O/RC:C;;"An information disclosure vulnerability exists in Windows Snip & Sketch (Windows 10) and Snipping Tool (Windows 11) where parts of a cropped image that were to be removed are not completely deleted and can be restored if saved to the cropped image file.

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version   number.";NOT_AVAILABLE;FALSE;FALSE;Windows;;;;;177217;FALSE;FALSE;Windows Snip & Sketch/ Snipping Tool CVE-2023-28303 (Acropalypse);2023-03-24T00:00:00Z;2023-06-13T00:00:00Z;2023-06-14T00:00:00Z;1.1;CVE=[CVE-2023-28303];http://www.nessus.org/u?ad297874;Low;Upgrade to Snip & Sketch 10.2008.3001.0 for Windows 10, Snipping Tool 11.2302.20.0 for Windows 11, or later.;;The remote web server hosts an application that is affected by an information disclosure vulnerability.;REMOTE;FALSE;30;8;1.4;UNPROVEN;LOW;VERY_LOW;120;31;No recorded events;2.2;2023-03-24T00:00:00Z;2023-07-03T23:44:46.929Z;0457de30-917d-447b-b6a1-dbe6c74877c9;2023-07-03T23:44:46.929Z;"'
  Path              : C:\Program Files\WindowsApps\Microsoft.ScreenSketch_10.2008.2277.0_x64__8wekyb3d8bbwe
  Installed version : 10.2008.2277.0
  Fixed version     : 10.2008.3001.0
";0;TCP;;NONE;9dee433c-e3c3-4a90-80b8-fadb4262db54;Low;NEW
284;Blah43;10.0.0.43;;;Blah43;8deb2805-2066-4bd1-8f70-bee04c0fe099;Blah43;;00000000-0000-0000-0000-000000000000;Default;F5 Networks BIG-IP;load-balancer;"[{""category"":""Data_Centers"",""value"":""EMEA: Data Center 1""}]";;;;;;2.6;CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N;;;3.7;CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N;;;;"The remote SSH server is configured to allow key exchange algorithms which are considered weak.

This is based on the IETF draft document Key Exchange (KEX) Method Updates and Recommendations for Secure Shell (SSH) draft-ietf-curdle-ssh-kex-sha2-20. Section 4 lists guidance on key exchange algorithms that SHOULD NOT and MUST NOT be enabled. This includes:

  diffie-hellman-group-exchange-sha1

  diffie-hellman-group1-sha1

  gss-gex-sha1-*

  gss-group1-sha1-*

  gss-group14-sha1-*

  rsa1024-sha1

Note that this plugin only checks for the options of the SSH server, and it does not check for vulnerable software versions.";;FALSE;FALSE;Misc.;;;;;153953;FALSE;FALSE;SSH Weak Key Exchange Algorithms Enabled;;2021-10-13T00:00:00Z;2021-10-13T00:00:00Z;1.2;;http://www.nessus.org/u?b02d91cd, https://datatracker.ietf.org/doc/html/rfc8732;Low;Contact the vendor or consult product documentation to disable the weak algorithms.;;The remote SSH server is configured to allow weak key exchange algorithms.;REMOTE;FALSE;;;;;;;;;;;;2022-10-02T00:56:55.396Z;0468f640-e6f3-4f64-af49-edbf44f17895;2023-06-25T00:36:07.814Z;"'
The following weak key exchange algorithms are enabled : 

  diffie-hellman-group-exchange-sha1
";22;TCP;;NONE;ea5641d6-d304-4ca4-8226-2d2776bbb6f8;Low;RESURFACED
270;Blah44;10.0.0.44;;;Blah44;c87eae4c-6ab4-4d9e-83b1-8e7e4a4fdb78;Blah44;;00000000-0000-0000-0000-000000000000;Default;Microsoft Windows Server 2012 R2;unknown;"[{""category"":""Data_Centers"",""value"":""EMEA: Data Center 1""}]";;;32319;;CVE-2008-5161;2.6;CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N;1.9;CVSS2#E:U/RL:OF/RC:C;;;;;200;"The SSH server is configured to support Cipher Block Chaining (CBC) encryption.  This may allow an attacker to recover the plaintext message from the ciphertext. 

Note that this plugin only checks for the options of the SSH server and does not check for vulnerable software versions.";NOT_AVAILABLE;FALSE;FALSE;Misc.;;;;;70658;FALSE;FALSE;SSH Server CBC Mode Ciphers Enabled;;2013-10-28T00:00:00Z;2018-07-30T00:00:00Z;1.4;BUGTRAQ=[32319], CERT=[958563], CVE=[CVE-2008-5161], CWE=[200];;Low;Contact the vendor or consult product documentation to disable CBC mode cipher encryption, and enable CTR or GCM cipher mode encryption.;;The SSH server is configured to use Cipher Block Chaining.;REMOTE;FALSE;;731;2.5;UNPROVEN;HIGH;VERY_LOW;;;No recorded events;2.5;2008-11-24T00:00:00Z;2022-10-16T04:06:22.335Z;047f0b7e-56d2-47ff-a539-9294cca7c122;2023-07-09T00:09:46.921Z;"'
The following client-to-server Cipher Block Chaining (CBC) algorithms
are supported : 

  3des-cbc
  aes128-cbc
  aes256-cbc

The following server-to-client Cipher Block Chaining (CBC) algorithms
are supported : 

  3des-cbc
  aes128-cbc
  aes256-cbc
";22;TCP;;NONE;4e68d1bf-9631-41b9-b2f6-c6d6f294d6c0;Low;RESURFACED
26;Blah45;10.0.0.45;;00:0c:29:b2:f3:b0;Blah45;452fddb4-0900-4cda-acc2-3d42ce5feb99;Blah45;;00000000-0000-0000-0000-000000000000;Default;Microsoft Windows Server 2019 Standard 10.0.17763;general-purpose;"[{""category"":""Office"",""value"":""Lebanon""}]";;;;cpe:/a:vmware:tools;CVE-2023-20867;2.3;CVSS2#AV:L/AC:H/Au:M/C:P/I:P/A:N;1.9;CVSS2#E:F/RL:OF/RC:C;3.9;CVSS:3.0/AV:L/AC:H/PR:H/UI:N/S:C/C:L/I:L/A:N;3.6;CVSS:3.0/E:F/RL:O/RC:C;;"The version of VMware Tools installed on the remote Windows host is affected by an authentication bypass vulnerability in the vgauth module. A fully compromised ESXi host can force VMware Tools to fail to authenticate host-to-guest operations, impacting the confidentiality and integrity of the guest virtual machine.

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.";AVAILABLE;FALSE;FALSE;Windows;2023-A-0288;;III;;177328;FALSE;FALSE;VMware Tools 10.3.x / 11.x / 12.x < 12.2.5 Authentication Bypass (VMSA-2023-0013);2023-06-13T00:00:00Z;2023-06-14T00:00:00Z;2023-06-23T00:00:00Z;1.4;CISA-KNOWN-EXPLOITED=[2023/07/14], CVE=[CVE-2023-20867], IAVA=[2023-A-0288], VMSA=[2023-0013];https://www.vmware.com/security/advisories/VMSA-2023-0013.html;Low;Upgrade to VMware Tools version 12.2.5 or later.;III;The virtualization tool suite is installed on the remote Windows host is affected by an authentication bypass vulnerability.;LOCAL;FALSE;30;8;2.7;FUNCTIONAL;LOW;HIGH;30;8;Social Media;5.7;2023-06-13T00:00:00Z;2023-06-16T11:02:06.654Z;048dfdd8-46fc-4c82-9206-5968c0365b80;2023-07-12T10:47:02.895Z;"'
  Path              : C:\Program Files\VMware\VMware Tools\
  Installed version : 12.2.0.41219
  Fixed version     : 12.2.5
";445;TCP;;NONE;0fdce5fe-18b9-4de3-9854-9a686f30fb43;Low;ACTIVE
372;Blah46;10.0.0.46;;;Blah46;de825088-4169-47da-be40-761560af616b;Blah46;;00000000-0000-0000-0000-000000000000;Default;FortiOS on Fortinet FortiGate;firewall;"[{""category"":""Office"",""value"":""Amsterdam DRK""}]";;;32319;;CVE-2008-5161;2.6;CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N;1.9;CVSS2#E:U/RL:OF/RC:C;;;;;200;"The SSH server is configured to support Cipher Block Chaining (CBC) encryption.  This may allow an attacker to recover the plaintext message from the ciphertext. 

Note that this plugin only checks for the options of the SSH server and does not check for vulnerable software versions.";NOT_AVAILABLE;FALSE;FALSE;Misc.;;;;;70658;FALSE;FALSE;SSH Server CBC Mode Ciphers Enabled;;2013-10-28T00:00:00Z;2018-07-30T00:00:00Z;1.4;BUGTRAQ=[32319], CERT=[958563], CVE=[CVE-2008-5161], CWE=[200];;Low;Contact the vendor or consult product documentation to disable CBC mode cipher encryption, and enable CTR or GCM cipher mode encryption.;;The SSH server is configured to use Cipher Block Chaining.;REMOTE;FALSE;;731;2.5;UNPROVEN;HIGH;VERY_LOW;;;No recorded events;2.5;2008-11-24T00:00:00Z;2022-07-05T11:58:12.454Z;04ade7dd-9ad0-49cf-b95c-520f0e5562e8;2023-07-13T07:40:38.695Z;"'
The following client-to-server Cipher Block Chaining (CBC) algorithms
are supported : 

  3des-cbc
  aes128-cbc
  aes192-cbc
  aes256-cbc

The following server-to-client Cipher Block Chaining (CBC) algorithms
are supported : 

  3des-cbc
  aes128-cbc
  aes192-cbc
  aes256-cbc
";22;TCP;;NONE;2872c1b5-9cc5-4636-be62-8bb5fc02cf7e;Low;RESURFACED
50;Blah47;10.0.0.47;fe80:0:0:0:42:7cff:fea4:a7cc;02:42:7c:a4:a7:cc;Blah47;21ef634a-0764-4cf1-98f4-7d16e58d7245;Blah47;;00000000-0000-0000-0000-000000000000;Default;Ubuntu 16.04.6 LTS (Xenial Xerus);general-purpose;"[{""category"":""Data_Centers"",""value"":""EMEA: Data Center 1""}]";;;;cpe:/o:canonical:ubuntu_linux:16.04:-:lts, cpe:/o:canonical:ubuntu_linux:18.04:-:lts, cpe:/o:canonical:ubuntu_linux:20.04:-:lts, cpe:/o:canonical:ubuntu_linux:20.10, p-cpe:/a:canonical:ubuntu_linux:python-apt, p-cpe:/a:canonical:ubuntu_linux:python-apt-common, p-cpe:/a:canonical:ubuntu_linux:python-apt-dev, p-cpe:/a:canonical:ubuntu_linux:python3-apt;CVE-2020-27351;2.1;CVSS2#AV:L/AC:L/Au:N/C:N/I:N/A:P;1.6;CVSS2#E:U/RL:OF/RC:C;2.8;CVSS:3.0/AV:L/AC:L/PR:L/UI:R/S:U/C:N/I:N/A:L;2.5;CVSS:3.0/E:U/RL:O/RC:C;;The remote Ubuntu 16.04 LTS / 18.04 LTS / 20.04 LTS / 20.10 host has packages installed that are affected by a vulnerability as referenced in the USN-4668-1 advisory. Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.;NOT_AVAILABLE;FALSE;FALSE;Ubuntu Local Security Checks;;;;;144015;FALSE;FALSE;Ubuntu 16.04 LTS / 18.04 LTS / 20.04 LTS / 20.10 : python-apt vulnerability (USN-4668-1);2020-12-09T00:00:00Z;2020-12-09T00:00:00Z;2023-01-17T00:00:00Z;1.5;CVE=[CVE-2020-27351], USN=[4668-1];https://ubuntu.com/security/notices/USN-4668-1;Low;Update the affected packages.;;The remote Ubuntu host is missing a security update.;LOCAL;FALSE;;731;1.4;UNPROVEN;LOW;VERY_LOW;;;No recorded events;1.4;2020-12-09T00:00:00Z;2023-05-23T10:51:12.768Z;04b26e3d-f7f2-4ca5-8310-cf18da111458;2023-07-12T11:02:00.981Z;"'
  - Installed package : python-apt_1.1.0~beta1ubuntu0.16.04.8
    Fixed package     : python-apt_1.1.0~beta1ubuntu0.16.04.10

  - Installed package : python-apt-common_1.1.0~beta1ubuntu0.16.04.5
    Fixed package     : python-apt-common_1.1.0~beta1ubuntu0.16.04.10

  - Installed package : python3-apt_1.1.0~beta1ubuntu0.16.04.5
    Fixed package     : python3-apt_1.1.0~beta1ubuntu0.16.04.10

";0;TCP;;NONE;0fdce5fe-18b9-4de3-9854-9a686f30fb43;Low;ACTIVE
6;Blah48;10.0.0.48;fe80:0:0:0:6245:bdff:fe93:afda;60:45:bd:93:af:da;Blah48;5a1c535b-a4a0-4983-876d-e044db3c835d;Blah48;;00000000-0000-0000-0000-000000000000;Default;Linux Kernel 5.4.0-1063-azure on Ubuntu 18.04;azure-instance;"[{""category"":""Azure"",""value"":""Connector+Scanned""},{""category"":""Azure_BU"",""value"":""Platform Products""},{""category"":""Azure"",""value"":""Connector""},{""category"":""Owners"",""value"":""Lukasz.Maslowski@tttttttnnnnnn.com},{""category"":""Azure_OU"",""value"":""SEARCH""},{""category"":""Azure_CC"",""value"":""PP-Search""},{""category"":""Office"",""value"":""Poland""},{""category"":""Azure"",""value"":""Search - prod - Geocode""}]";;;;cpe:/o:canonical:ubuntu_linux:16.04:-:esm, cpe:/o:canonical:ubuntu_linux:18.04:-:lts, cpe:/o:canonical:ubuntu_linux:20.04:-:lts, cpe:/o:canonical:ubuntu_linux:22.04:-:lts, p-cpe:/a:canonical:ubuntu_linux:curl, p-cpe:/a:canonical:ubuntu_linux:libcurl3, p-cpe:/a:canonical:ubuntu_linux:libcurl3-gnutls, p-cpe:/a:canonical:ubuntu_linux:libcurl3-nss, p-cpe:/a:canonical:ubuntu_linux:libcurl4, p-cpe:/a:canonical:ubuntu_linux:libcurl4-gnutls-dev, p-cpe:/a:canonical:ubuntu_linux:libcurl4-nss-dev, p-cpe:/a:canonical:ubuntu_linux:libcurl4-openssl-dev;CVE-2022-35252;2.6;CVSS2#AV:N/AC:H/Au:N/C:N/I:N/A:P;2.0;CVSS2#E:POC/RL:OF/RC:C;3.7;CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L;3.4;CVSS:3.0/E:P/RL:O/RC:C;;"The remote Ubuntu 16.04 ESM / 18.04 LTS / 20.04 LTS / 22.04 LTS host has packages installed that are affected by a vulnerability as referenced in the USN-5587-1 advisory.

  - When curl is used to retrieve and parse cookies from a HTTP(S) server, itaccepts cookies using control     codes that when later are sent back to a HTTPserver might make the server return 400 responses.
    Effectively allowing asister site to deny service to all siblings. (CVE-2022-35252)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.";AVAILABLE;FALSE;FALSE;Ubuntu Local Security Checks;2022-A-0350-S;;II;;164627;FALSE;FALSE;Ubuntu 16.04 ESM / 18.04 LTS / 20.04 LTS / 22.04 LTS : curl vulnerability (USN-5587-1);2022-09-01T00:00:00Z;2022-09-01T00:00:00Z;2023-07-12T00:00:00Z;1.9;CVE=[CVE-2022-35252], IAVA=[2022-A-0350-S], USN=[5587-1];https://ubuntu.com/security/notices/USN-5587-1;Low;Update the affected packages.;II;The remote Ubuntu host is missing a security update.;LOCAL;FALSE;365;181;1.4;PROOF_OF_CONCEPT;VERY_HIGH;VERY_LOW;;;No recorded events;2.2;2022-09-01T00:00:00Z;2023-07-06T11:45:04.773Z;04b45478-ff23-4e90-a0fe-194eedff7b47;2023-07-12T11:55:39.574Z;"'
  - Installed package : curl_7.58.0-2ubuntu3.18
    Fixed package     : curl_7.58.0-2ubuntu3.20

  - Installed package : libcurl3-gnutls_7.58.0-2ubuntu3.18
    Fixed package     : libcurl3-gnutls_7.58.0-2ubuntu3.20

  - Installed package : libcurl4_7.58.0-2ubuntu3.18
    Fixed package     : libcurl4_7.58.0-2ubuntu3.20

";0;TCP;;NONE;a4838595-ade3-4175-b602-7ab22df4e644;Low;ACTIVE
27;Blah49;10.0.0.49;fe80:0:0:0:fdd4:4efd:a224:c05c;00:15:5d:e4:d4:d8;Blah49;3889aaae-738d-41ca-a893-1437d6ccafbd;Blah49;;00000000-0000-0000-0000-000000000000;Default;Microsoft Windows 11 Pro 10.0.22621;general-purpose;"[{""category"":""Endpoints"",""value"":""all""},{""category"":""Endpoints"",""value"":""Windows""}]";;;;cpe:/a:microsoft:snip_and_sketch;CVE-2023-28303;2.1;CVSS2#AV:L/AC:L/Au:N/C:P/I:N/A:N;1.6;CVSS2#E:U/RL:OF/RC:C;3.3;CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N;2.9;CVSS:3.0/E:U/RL:O/RC:C;;"An information disclosure vulnerability exists in Windows Snip & Sketch (Windows 10) and Snipping Tool (Windows 11) where parts of a cropped image that were to be removed are not completely deleted and can be restored if saved to the cropped image file.

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version   number.";NOT_AVAILABLE;FALSE;FALSE;Windows;;;;;177217;FALSE;FALSE;Windows Snip & Sketch/ Snipping Tool CVE-2023-28303 (Acropalypse);2023-03-24T00:00:00Z;2023-06-13T00:00:00Z;2023-06-14T00:00:00Z;1.1;CVE=[CVE-2023-28303];http://www.nessus.org/u?ad297874;Low;Upgrade to Snip & Sketch 10.2008.3001.0 for Windows 10, Snipping Tool 11.2302.20.0 for Windows 11, or later.;;The remote web server hosts an application that is affected by an information disclosure vulnerability.;REMOTE;FALSE;30;8;1.4;UNPROVEN;LOW;VERY_LOW;120;31;No recorded events;2.2;2023-03-24T00:00:00Z;2023-06-15T09:38:22.817Z;04bb2c06-e583-4f01-844b-6f929d515b75;2023-06-15T09:38:22.817Z;"'
  Path              : C:\Program Files\WindowsApps\Microsoft.ScreenSketch_10.2008.3001.0_x64__8wekyb3d8bbwe
  Installed version : 10.2008.3001.0
  Fixed version     : 11.2302.20.0
";0;TCP;;NONE;05c22ba4-5c7f-429b-9e39-f2050c85e795;Low;NEW
201;Blah50;10.0.0.50;2a02:a448:5a58:1:e552:c721:7246:543f;02:42:64:9f:68:9d;Blah50;8d1f9086-9cfa-40de-a1b0-c9979fc67922;Blah50;;00000000-0000-0000-0000-000000000000;Default;Ubuntu 20.04.6 LTS (Focal Fossa);general-purpose;"[{""category"":""Data_Centers"",""value"":""EMEA: Data Center 1""},{""category"":""Endpoints"",""value"":""all""},{""category"":""Endpoints"",""value"":""Linux""}]";;;;;;2.1;CVSS2#AV:N/AC:H/Au:S/C:N/I:P/A:N;;;3.1;CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:L/A:N;;;;"Some daemon processes on the remote host are associated with programs that have been installed manually.

System administration best practice dictates that an operating system's native package management tools be used to manage software installation, updates, and removal whenever possible.";;FALSE;FALSE;Misc.;;;;;33851;FALSE;FALSE;Network daemons not managed by the package system;;2008-08-08T00:00:00Z;2022-12-21T00:00:00Z;1.24;;;Low;"Use packages supplied by the operating system vendor whenever possible.

And make sure that manual software installation agrees with your organization's acceptable use and security policies.";;Some daemon processes on the remote host are associated with programs that have been installed manually.;LOCAL;FALSE;;;;;;;;;;;;2022-12-23T10:04:26.835Z;04d8e677-c6b5-450f-90d1-416c0ab49afb;2023-07-13T06:53:06.604Z;"'
The following running daemon is not managed by dpkg :

/snap/teams-insiders/10/usr/share/teams-insiders/teams-insiders
";0;TCP;;NONE;18ce976c-e315-475e-90a7-54f3234823d0;Low;RESURFACED
